"nim","fak","prodi","thn_masuk","sex","kota_asal","jml_ajuan_cuti","jml_tunggakan","tgl_lahir","umur","usia","beasiswa","marital","jml_aktivitas_kemahasiswaan","jml_prestasi","ips1","ips2","ips3","ips4","ips5","ips6","ips7","ips8","ips9","ips10","ips11","ips12","ips13","ips14","ipk","tgl_yud","masuk","masa_studi_bulan","masa_studi_tahun","label"
27323,"A","A11",2012,1,1,2,2,"1994-04-17",27,3,2,2,2,2,2,2,2,0,3,3,3,3,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27322,"A","A11",2012,1,2,2,2,"1989-08-07",32,3,2,1,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,3,"2019-03-08","2012-08-30",78,6,3
27316,"A","A11",2012,1,2,2,2,"1994-03-30",27,3,2,2,2,2,0,2,2,2,2,2,2,3,0,0,0,0,0,0,0,"2017-08-08","2012-08-30",59,4,3
27315,"A","A11",2012,1,2,2,2,"1994-10-21",26,3,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,1,0,2,"2019-03-08","2012-08-30",78,6,3
27307,"A","A11",2012,2,2,2,2,"1992-05-28",29,3,2,2,2,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,"2015-03-06","2012-08-30",30,2,1
27302,"A","A11",2012,2,2,2,2,"1994-08-24",27,3,2,2,2,2,2,2,0,2,0,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
27300,"A","A11",2012,1,2,2,2,"1994-03-21",27,3,2,2,2,2,3,3,2,3,3,2,3,3,0,3,0,0,0,3,3,"2019-08-09","2012-08-30",83,6,3
27299,"A","A11",2012,2,2,2,2,"1994-11-10",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
27297,"A","A11",2012,1,2,2,2,"1993-12-24",27,3,2,2,2,2,0,2,3,2,0,2,2,1,0,0,0,0,0,0,3,"2017-11-10","2012-08-30",62,5,3
27296,"A","A11",2012,1,2,2,2,"1993-10-24",27,3,2,2,2,2,3,3,0,3,3,3,1,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
27295,"A","A11",2012,1,2,2,2,"1994-07-27",27,3,2,2,2,2,2,3,2,0,3,3,2,2,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
27289,"A","A11",2012,1,2,2,2,"1994-06-25",27,3,2,2,2,2,2,2,2,3,2,3,3,2,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
27287,"A","A11",2012,1,2,2,2,"1994-06-15",27,3,2,1,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,"2019-11-12","2012-08-30",86,7,3
27286,"A","A11",2012,1,2,2,2,"1994-09-12",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
27274,"A","A11",2012,1,2,2,2,"1993-10-28",27,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,0,0,0,3,2,"2019-08-09","2012-08-30",83,6,3
27267,"A","A11",2012,1,2,2,2,"1994-11-01",26,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,0,0,0,2,"2018-03-23","2012-08-30",66,5,3
27259,"A","A11",2012,1,2,2,2,"1993-01-27",28,3,2,2,2,2,2,1,2,2,2,2,2,2,0,3,0,0,0,0,2,"2017-11-17","2012-08-30",62,5,3
27257,"A","A11",2012,2,2,2,2,"1993-10-09",28,3,2,2,2,1,2,3,2,3,2,2,2,2,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27238,"A","A11",2012,1,2,2,2,"1994-10-02",27,3,2,2,2,2,2,1,2,0,2,2,3,2,2,3,0,0,0,0,3,"2017-11-10","2012-08-30",62,5,3
27234,"A","A11",2012,1,1,2,2,"1994-04-22",27,3,2,2,2,2,3,2,0,3,3,3,2,0,0,0,0,0,0,0,3,"2016-03-11","2012-08-30",42,3,2
27230,"A","A11",2012,1,2,2,2,"1994-08-07",27,3,2,2,2,2,3,0,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
27225,"A","A11",2012,1,2,2,2,"1994-07-08",27,3,2,2,2,2,1,1,2,1,2,1,1,0,1,2,1,1,1,1,2,"2019-11-12","2012-08-30",86,7,3
27214,"A","A11",2012,1,2,2,2,"1993-06-05",28,3,2,2,2,2,2,0,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
27204,"A","A11",2012,1,2,2,2,"1994-07-16",27,3,2,2,2,2,3,2,2,3,0,3,2,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
27203,"A","A11",2012,1,2,2,2,"1994-07-11",27,3,2,2,2,2,3,0,3,3,3,2,0,3,1,0,0,0,0,0,3,"2017-08-14","2012-08-30",59,4,3
27196,"A","A11",2012,2,2,2,2,"1994-01-20",27,3,2,2,2,2,2,3,2,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
27193,"A","A11",2012,1,2,2,2,"1994-01-09",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-03-11","2012-08-30",42,3,2
27188,"A","A11",2012,1,2,2,2,"1994-06-03",27,3,2,2,2,2,3,2,2,3,2,2,0,1,0,0,0,0,0,0,2,"2019-11-12","2012-08-30",86,7,3
27184,"A","A11",2012,1,2,2,2,"1993-04-23",28,3,2,2,2,2,2,2,1,3,3,3,3,1,0,0,0,3,0,3,3,"2019-03-08","2012-08-30",78,6,3
27181,"A","A11",2012,2,2,2,2,"1994-05-27",27,3,2,2,2,2,2,2,2,2,3,3,2,2,2,0,0,0,0,0,2,"2017-08-08","2012-08-30",59,4,3
27174,"A","A11",2012,1,2,2,2,"1993-10-31",27,3,2,2,2,2,0,3,3,3,0,0,3,0,0,0,0,0,0,3,3,"2019-03-08","2012-08-30",78,6,3
27158,"A","A11",2012,1,2,2,2,"1994-10-21",26,3,2,2,2,2,2,2,3,3,2,3,2,3,2,0,3,3,1,3,3,"2019-03-01","2012-08-30",78,6,3
27156,"A","A11",2012,1,2,2,2,"1994-07-12",27,3,2,2,2,2,0,3,3,0,0,3,3,0,0,3,0,0,1,0,3,"2019-03-08","2012-08-30",78,6,3
27148,"A","A11",2012,1,1,2,2,"1994-03-29",27,3,2,2,2,2,2,1,1,2,2,2,2,0,3,3,0,0,0,0,3,"2017-11-10","2012-08-30",62,5,3
27145,"A","A11",2012,2,2,2,2,"1994-03-01",27,3,2,2,2,2,2,2,2,0,3,3,2,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
27138,"A","A11",2012,1,2,2,2,"1994-06-20",27,3,2,2,2,2,3,2,0,3,1,2,2,0,0,0,0,0,0,3,2,"2019-08-09","2012-08-30",83,6,3
27133,"A","A11",2012,1,2,2,2,"1994-07-27",27,3,2,2,2,2,2,2,1,1,2,2,2,1,1,2,0,2,1,3,2,"2019-08-09","2012-08-30",83,6,3
27131,"A","A11",2012,1,2,2,2,"1995-08-21",26,3,2,2,2,2,3,3,2,3,2,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
27128,"A","A11",2012,1,2,2,2,"1994-12-12",26,3,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,2,"2016-08-08","2012-08-30",47,3,2
27126,"A","A11",2012,1,1,2,2,"1994-05-30",27,3,2,2,2,2,3,2,2,3,3,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
27118,"A","A11",2012,1,2,2,2,"1986-06-19",35,3,2,1,2,2,0,3,2,3,3,3,3,0,3,0,0,0,0,3,3,"2019-08-09","2012-08-30",83,6,3
27114,"A","A11",2012,2,2,2,2,"1994-05-04",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
27112,"A","A11",2012,1,2,2,2,"1994-03-23",27,3,2,2,2,1,3,2,2,2,2,3,3,3,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
27109,"A","A11",2012,2,2,2,2,"1994-08-06",27,3,2,2,2,2,3,3,3,3,2,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
27108,"A","A11",2012,1,2,2,2,"1994-04-16",27,3,2,2,2,2,2,1,2,3,1,2,2,1,2,1,2,2,0,3,2,"2019-08-09","2012-08-30",83,6,3
27106,"A","A11",2012,1,2,2,2,"1993-05-12",28,3,2,2,2,2,3,2,2,2,3,2,3,0,0,0,0,0,0,0,2,"2019-03-08","2012-08-30",78,6,3
27103,"A","A11",2012,1,2,2,2,"1993-10-09",28,3,2,2,2,2,3,2,3,0,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27101,"A","A11",2012,1,1,2,2,"1995-02-07",26,3,2,2,2,2,3,3,3,2,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27098,"A","A11",2012,1,1,2,2,"1994-08-28",27,3,2,2,2,2,2,0,2,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
27097,"A","A11",2012,1,2,2,2,"1993-11-19",27,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,1,2,"2019-11-12","2012-08-30",86,7,3
27095,"A","A11",2012,1,2,2,2,"1994-09-17",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
27087,"A","A11",2012,2,2,2,2,"1994-03-19",27,3,2,2,1,2,3,2,3,3,2,2,2,2,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
27086,"A","A11",2012,2,2,2,2,"1994-02-08",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
27085,"A","A11",2012,1,1,2,2,"1994-08-07",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
27083,"A","A11",2012,1,2,2,2,"1994-04-26",27,3,2,2,2,2,3,1,3,2,3,3,3,3,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27080,"A","A11",2012,1,2,2,2,"1994-02-27",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27077,"A","A11",2012,1,2,2,2,"1994-08-12",27,3,2,2,2,2,2,2,2,2,3,2,3,0,0,0,0,3,1,3,3,"2019-03-08","2012-08-30",78,6,3
27072,"A","A11",2012,1,2,2,2,"1993-01-29",28,3,2,1,2,2,2,3,1,2,2,1,1,2,3,2,3,0,3,0,3,"2018-11-13","2012-08-30",74,6,3
27070,"A","A11",2012,1,2,2,2,"1994-03-28",27,3,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27065,"A","A11",2012,1,2,2,2,"1993-12-14",27,3,2,2,2,2,0,2,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
27059,"A","A11",2012,1,2,2,2,"1994-09-24",27,3,2,2,1,1,2,3,3,2,3,3,3,0,0,0,0,0,0,3,3,"2019-08-09","2012-08-30",83,6,3
27057,"A","A11",2012,1,2,2,2,"1994-10-18",26,3,2,2,2,2,2,3,1,3,2,2,2,2,0,3,0,3,0,3,3,"2019-03-08","2012-08-30",78,6,3
27056,"A","A11",2012,1,1,2,2,"1994-10-10",27,3,2,2,2,2,3,3,3,3,3,2,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
27047,"A","A11",2012,2,2,2,2,"1994-08-23",27,3,2,2,2,2,3,2,3,2,0,3,2,0,0,0,0,0,0,0,3,"2016-03-11","2012-08-30",42,3,2
27039,"A","A11",2012,1,2,2,2,"1994-11-29",26,3,2,2,2,2,3,2,2,0,3,2,2,0,0,3,0,0,1,0,3,"2019-03-08","2012-08-30",78,6,3
27038,"A","A11",2012,1,2,2,2,"1995-01-23",26,3,2,2,2,2,2,3,2,2,0,3,3,3,0,0,0,0,0,0,3,"2017-08-08","2012-08-30",59,4,3
27033,"A","A11",2012,1,1,2,2,"1994-10-08",27,3,2,2,2,2,2,2,3,3,0,3,3,0,0,3,0,0,0,0,3,"2017-11-10","2012-08-30",62,5,3
27030,"A","A11",2012,1,2,2,2,"1992-09-06",29,3,2,2,2,2,0,2,0,3,2,3,3,3,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27025,"A","A11",2012,1,2,2,2,"1994-03-02",27,3,2,2,2,2,0,2,2,2,2,1,2,2,2,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
27023,"A","A11",2012,1,2,2,2,"1994-09-07",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
27020,"A","A11",2012,1,2,2,2,"1993-06-10",28,3,2,2,2,2,2,2,2,3,0,2,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
27015,"A","A11",2012,1,2,2,2,"1994-10-14",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
27014,"A","A11",2012,1,2,2,2,"1992-02-29",29,3,2,2,2,2,3,2,2,3,2,2,3,0,0,0,0,0,0,0,2,"2016-07-29","2012-08-30",46,3,2
27012,"A","A11",2012,1,2,2,2,"1994-03-18",27,3,2,2,2,2,2,2,2,0,2,2,3,3,3,0,0,0,0,0,3,"2017-11-10","2012-08-30",62,5,3
27008,"A","A11",2012,1,2,2,2,"1994-06-30",27,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,0,3,0,2,"2018-11-13","2012-08-30",74,6,3
27007,"A","A11",2012,2,2,2,2,"1994-12-09",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
27006,"A","A11",2012,1,2,2,2,"1994-09-09",27,3,2,2,2,2,3,3,3,3,2,2,2,0,0,3,0,0,0,3,3,"2019-08-09","2012-08-30",83,6,3
27004,"A","A11",2012,1,2,2,2,"1994-04-05",27,3,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,0,1,0,2,"2019-03-08","2012-08-30",78,6,3
27001,"A","A11",2012,1,2,2,2,"1994-03-08",27,3,2,2,2,2,0,2,2,2,2,2,2,1,2,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
26999,"A","A11",2012,1,2,2,2,"1994-01-10",27,3,2,2,2,1,0,1,0,0,0,0,2,2,3,2,2,2,1,3,2,"2019-08-09","2012-08-30",83,6,3
26997,"A","A11",2012,1,1,2,2,"1993-04-28",28,3,2,2,2,2,3,3,3,3,0,3,2,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26994,"A","A11",2012,2,2,2,2,"1994-10-24",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2019-11-20","2012-08-30",86,7,3
26992,"A","A11",2012,1,2,2,2,"1994-11-18",26,3,2,2,2,2,2,2,2,2,2,3,0,1,0,0,3,0,0,0,2,"2017-11-17","2012-08-30",62,5,3
26991,"A","A11",2012,1,2,2,2,"1993-04-10",28,3,2,2,2,2,3,2,2,2,2,2,1,2,2,0,0,0,0,0,2,"2018-08-09","2012-08-30",71,5,3
26990,"A","A11",2012,1,1,2,2,"1977-07-07",44,3,2,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,"2014-03-10","2012-08-30",18,1,1
26982,"A","A11",2012,2,2,2,2,"1994-08-04",27,3,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
26981,"A","A11",2012,1,2,2,2,"1995-01-10",26,3,2,2,2,2,3,3,3,3,3,2,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26978,"A","A11",2012,2,2,2,2,"1994-03-28",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26977,"A","A11",2012,1,1,2,2,"1993-12-07",27,3,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26972,"A","A11",2012,1,2,2,2,"1989-11-01",31,3,2,2,2,2,0,2,2,2,2,1,0,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
26968,"A","A11",2012,1,2,2,2,"1994-03-25",27,3,2,2,2,2,0,2,2,1,2,1,1,2,1,0,0,0,0,3,2,"2019-08-16","2012-08-30",83,6,3
26960,"A","A11",2012,1,2,2,2,"1994-09-09",27,3,2,1,2,2,0,3,3,3,3,2,3,0,3,0,0,0,0,3,3,"2019-07-26","2012-08-30",82,6,3
26958,"A","A11",2012,1,2,2,2,"1994-02-25",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26945,"A","A11",2012,1,2,2,2,"1994-03-17",27,3,2,2,2,2,3,0,3,3,2,3,3,0,0,0,0,0,3,0,3,"2018-11-13","2012-08-30",74,6,3
26944,"A","A11",2012,1,2,2,2,"1993-09-09",28,3,2,2,2,2,1,1,0,1,1,1,1,1,1,2,1,2,3,0,2,"2018-11-13","2012-08-30",74,6,3
26941,"A","A11",2012,1,2,2,2,"1993-11-27",27,3,2,2,2,2,2,1,1,1,0,1,1,1,2,2,1,2,2,2,2,"2019-08-16","2012-08-30",83,6,3
26936,"A","A11",2012,1,2,2,2,"1993-03-06",28,3,2,2,2,2,3,2,3,3,3,3,2,0,0,0,3,0,0,0,3,"2018-03-29","2012-08-30",66,5,3
26935,"A","A11",2012,1,2,2,2,"1994-04-27",27,3,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26932,"A","A11",2012,2,2,2,2,"1995-07-04",26,3,2,2,2,2,3,2,3,3,2,2,2,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26928,"A","A11",2012,1,2,2,2,"1993-07-08",28,3,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,0,1,2,2,"2019-03-08","2012-08-30",78,6,3
26925,"A","A11",2012,1,2,2,2,"1990-05-03",31,3,2,1,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,3,"2019-11-12","2012-08-30",86,7,3
26921,"A","A11",2012,1,2,2,2,"1993-08-12",28,3,2,2,2,2,2,2,3,3,2,2,3,2,2,0,0,0,0,0,3,"2017-08-08","2012-08-30",59,4,3
26919,"A","A11",2012,1,2,2,2,"1994-10-06",27,3,2,2,2,2,0,2,2,2,2,2,2,3,2,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26908,"A","A11",2012,1,2,2,2,"1993-04-01",28,3,2,2,2,2,3,0,3,3,3,3,2,0,0,0,0,0,0,0,3,"2017-11-10","2012-08-30",62,5,3
26907,"A","A11",2012,1,2,2,2,"1993-11-18",27,3,2,2,2,2,2,2,1,3,2,2,2,1,2,1,0,0,3,0,2,"2018-11-13","2012-08-30",74,6,3
26902,"A","A11",2012,1,2,2,2,"1994-07-08",27,3,2,2,2,2,0,3,3,3,0,3,3,3,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26898,"A","A11",2012,1,2,2,2,"1994-08-05",27,3,2,2,2,2,2,2,2,2,0,3,3,2,0,0,0,0,0,3,3,"2019-06-28","2012-08-30",81,6,3
26895,"A","A11",2012,1,2,2,2,"1992-11-12",28,3,2,2,2,2,2,1,2,2,0,2,0,2,0,0,0,0,3,0,0,"2018-11-13","2012-08-30",74,6,3
26886,"A","A11",2012,2,2,2,2,"1995-07-08",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26881,"A","A11",2012,1,2,2,2,"1993-09-19",28,3,2,2,2,2,2,2,1,2,0,0,2,0,1,3,0,0,0,0,2,"2017-11-17","2012-08-30",62,5,3
26877,"A","A11",2012,1,2,2,2,"1994-08-06",27,3,2,2,2,2,3,2,3,3,3,2,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26874,"A","A11",2012,1,1,2,2,"1994-12-03",26,3,2,2,2,2,0,2,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26869,"A","A11",2012,1,2,2,2,"1994-06-30",27,3,2,2,2,2,2,1,2,3,0,2,0,3,3,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
26865,"A","A11",2012,1,2,2,2,"1994-07-22",27,3,2,2,2,2,2,0,1,2,2,2,1,1,2,2,0,0,0,0,2,"2018-11-13","2012-08-30",74,6,3
26859,"A","A11",2012,2,2,2,2,"1994-10-27",26,3,2,2,2,2,2,2,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26853,"A","A11",2012,1,2,2,2,"1994-01-03",27,3,2,2,2,2,2,2,2,2,3,2,2,0,2,0,3,0,0,0,3,"2018-03-29","2012-08-30",66,5,3
26850,"A","A11",2012,1,2,2,2,"1994-05-31",27,3,2,2,2,2,3,2,2,3,1,2,2,2,0,1,2,3,0,1,2,"2019-11-12","2012-08-30",86,7,3
26847,"A","A11",2012,1,2,2,2,"1993-06-04",28,3,2,2,2,2,0,2,2,2,1,2,2,2,2,3,0,0,0,3,2,"2019-08-09","2012-08-30",83,6,3
26846,"A","A11",2012,1,2,2,2,"1994-04-29",27,3,2,2,2,2,0,2,2,0,2,0,2,0,0,0,0,0,3,0,2,"2018-11-13","2012-08-30",74,6,3
26845,"A","A11",2012,1,2,2,2,"1994-06-04",27,3,2,2,2,2,0,2,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26837,"A","A11",2012,1,2,2,2,"1994-03-03",27,3,2,2,2,2,2,1,1,2,3,2,2,2,0,0,0,0,0,0,2,"2017-11-17","2012-08-30",62,5,3
26836,"A","A11",2012,1,2,2,2,"1994-01-23",27,3,2,2,2,2,2,2,2,2,2,2,2,0,3,0,0,0,0,0,2,"2017-08-08","2012-08-30",59,4,3
26834,"A","A11",2012,1,2,2,2,"1994-05-17",27,3,2,2,2,2,2,2,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26832,"A","A11",2012,2,2,2,2,"1993-07-13",28,3,2,2,2,2,2,2,1,1,2,0,3,2,1,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
26831,"A","A11",2012,1,2,2,2,"1995-03-25",26,3,2,2,2,2,3,2,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26826,"A","A11",2012,1,2,2,2,"1994-08-18",27,3,2,2,2,2,3,2,3,3,3,2,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26822,"A","A11",2012,2,2,2,2,"1994-04-21",27,3,2,2,2,2,3,2,2,2,3,2,3,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26819,"A","A11",2012,2,2,2,2,"1995-05-21",26,3,2,2,2,2,3,3,3,3,0,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26816,"A","A11",2012,1,1,2,2,"1994-04-03",27,3,2,2,2,2,0,2,3,3,3,2,3,3,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26814,"A","A11",2012,1,2,2,2,"1996-07-14",25,2,2,2,1,2,0,1,0,2,0,3,3,3,3,0,3,0,3,0,3,"2018-11-13","2012-08-30",74,6,3
26813,"A","A11",2012,1,2,2,2,"1994-12-25",26,3,2,2,2,2,0,2,0,2,0,3,3,2,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26807,"A","A11",2012,1,2,2,2,"1994-04-26",27,3,2,2,2,2,3,2,2,3,0,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26806,"A","A11",2012,1,2,2,2,"1994-02-26",27,3,2,2,2,2,0,3,2,2,0,3,2,2,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26805,"A","A11",2012,1,1,2,2,"1994-12-14",26,3,2,2,1,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
26802,"A","A11",2012,2,2,2,2,"1994-01-20",27,3,2,2,2,2,0,2,2,3,2,3,2,2,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26801,"A","A11",2012,1,2,2,2,"1994-05-11",27,3,2,2,2,2,0,2,2,2,0,2,2,3,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26800,"A","A11",2012,1,2,2,2,"1994-08-19",27,3,2,2,2,2,0,2,2,2,2,2,2,3,2,0,0,0,0,0,2,"2019-11-12","2012-08-30",86,7,3
26797,"A","A11",2012,1,2,2,2,"1994-05-10",27,3,2,2,2,2,0,2,3,3,2,2,2,3,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26795,"A","A11",2012,1,2,2,2,"1994-03-17",27,3,2,2,2,2,1,2,1,2,2,2,2,2,1,2,0,0,0,0,2,"2019-11-12","2012-08-30",86,7,3
26793,"A","A11",2012,1,2,2,2,"1994-04-13",27,3,2,2,2,2,2,2,2,3,2,2,2,3,0,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
26790,"A","A11",2012,1,2,2,2,"1994-04-14",27,3,2,2,2,2,2,2,1,1,2,2,0,2,1,0,0,0,0,0,2,"2017-11-10","2012-08-30",62,5,3
26788,"A","A11",2012,1,2,2,2,"1994-01-12",27,3,2,2,2,2,3,2,2,3,2,3,2,3,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26784,"A","A11",2012,1,2,2,2,"1994-01-04",27,3,2,2,2,1,3,3,3,2,0,2,3,1,2,0,0,0,0,0,3,"2017-11-10","2012-08-30",62,5,3
26783,"A","A11",2012,1,2,2,2,"1994-06-10",27,3,2,2,2,2,2,2,2,2,2,0,2,2,3,0,0,0,0,0,3,"2019-11-20","2012-08-30",86,7,3
26778,"A","A11",2012,1,2,2,2,"1994-03-25",27,3,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,1,0,2,"2019-03-08","2012-08-30",78,6,3
26777,"A","A11",2012,1,2,2,2,"1995-02-25",26,3,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
26776,"A","A11",2012,2,2,2,2,"1993-09-05",28,3,2,2,2,2,2,2,2,3,3,3,3,2,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26775,"A","A11",2012,1,2,2,2,"1993-02-17",28,3,2,2,2,2,3,2,2,2,2,2,2,0,2,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26772,"A","A11",2012,1,2,2,2,"1995-01-28",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26765,"A","A11",2012,1,2,2,2,"1993-10-25",27,3,2,2,2,2,2,2,2,2,0,2,2,2,3,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
26763,"A","A11",2012,2,2,2,2,"1994-08-05",27,3,2,2,2,2,2,2,2,2,2,1,2,3,2,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
